Globorotalia_crassaformis,Globorotalia_hirsuta,Globorotalia_menardii_&_Globorotalia_tumida,Globorotalia_scitula,Globorotalia_truncatulinoides,Globoconella_inflata,Neogloboquadrina_dutertrei,Neogloboquadrina_incompta,Neogloboquadrina_pachyderma,Pulleniatina_obliquiloculata,Globigerina_bulloides,Globigerina_falconensis,Globigerinoides_conglobatus,Globigerinoides_ruber,Globigerinoides_white,Trilobatus_sacculifer_w_sac_chamber,Trilobatus_sacculifer_wo_sac_chamber,Globigerinoides_tenellus,Orbulina_universa,Beella_digitata,Globigerinella_siphonifera,Globigerinella_calida,Turborotalita_quinqueloba,Globoturborotalita_rubescens,Sphaeroidinella_dehiscens,Globigerinita_glutinata,unidentified original + excluídos,RES_Annual_0m,RES_Annual_50m,RES_Annual_75m,RES_Annual_100m,RES_Annual_0-75m,RES_Annual_0-100m,RES_Annual_0-200m,RES_jan-mar_0m,RES_jan-mar_50m,RES_jan-mar_75m,RES_jan-mar_100m,RES_jan-mar_0-75m,RES_jan-mar_0-100m,RES_jan-mar_0-200m,RES_jul-sep_0m,RES_jul-sep_50m,RES_jul-sep_75m,RES_jul-sep_100m,RES_jul-sep_0-75m,RES_jul-sep_0-100m,RES_jul-sep_0-200m
0,0.017211704,0,0.04302926,0.024096386,0.135972461,0.034423408,0.333907057,0.006884682,0,0.170395869,0.029259897,0,0,0.00172117,0,0,0,0.003442341,0.00172117,0.003442341,0.006884682,0.027538726,0,0,0.151462995,0.008605852,13.4173,12.5611,12.0514,11.79,12.9416,12.7142,12.4417,11.4825,11.4289,11.3966,11.3699,11.651,11.6307,11.603,16.146,13.6589,12.4201,11.9855,14.5946,13.9841,13.3485
0,0.009009009,0,0.018018018,0.032032032,0.135135135,0.014014014,0.353353353,0.002002002,0,0.269269269,0.036036036,0,0,0.014014014,0,0,0,0.011011011,0,0.005005005,0,0.005005005,0,0,0.093093093,0.003003003,14.3341,13.2547,12.6519,12.3672,13.7492,13.4639,13.1336,12.1654,12.0983,12.0684,12.0411,12.187,12.1707,12.1363,17.2957,14.2119,12.8903,12.4672,15.5179,14.7848,14.0497
0,0.009111617,0,0.018223235,0.031890661,0.129840547,0.050113895,0.312072893,0.004555809,0,0.259681093,0.036446469,0,0,0.013667426,0,0,0,0.013667426,0.002277904,0.006833713,0.006833713,0.004555809,0,0,0.08428246,0.01594533,14.3341,13.2547,12.6519,12.3672,13.7492,13.4639,13.1336,12.1654,12.0983,12.0684,12.0411,12.187,12.1707,12.1363,17.2957,14.2119,12.8903,12.4672,15.5179,14.7848,14.0497
0,0.023,0,0.025,0.034,0.157,0.008,0.222,0.023,0,0.191,0.102,0,0.002,0.038,0,0.006,0,0.002,0.006,0.004,0.006,0.03,0,0,0.104,0.017,15.9958,14.8163,14.2917,13.9684,15.4428,15.1658,14.8333,13.7186,13.6407,13.6109,13.5687,13.8427,13.8282,13.7906,19.3148,15.7651,14.6162,14.1413,17.3013,16.5751,15.8623
0,0.028199566,0,0.028199566,0.034707158,0.147505423,0.082429501,0.143167028,0.028199566,0,0.145336226,0.138828633,0.002169197,0,0.062906725,0.002169197,0,0.002169197,0.004338395,0,0.002169197,0.00867679,0.039045553,0.002169197,0,0.078091106,0.019522777,15.9958,14.8163,14.2917,13.9684,15.4428,15.1658,14.8333,13.7186,13.6407,13.6109,13.5687,13.8427,13.8282,13.7906,19.3148,15.7651,14.6162,14.1413,17.3013,16.5751,15.8623
0,0.023094688,0.013856813,0,0.018475751,0.129330254,0.092378753,0.233256351,0.018475751,0,0.224018476,0.041570439,0.002309469,0,0.076212471,0.006928406,0.013856813,0,0.006928406,0.002309469,0.006928406,0.011547344,0.009237875,0,0,0.066974596,0.002309469,17.6656,16.4432,15.8726,15.5293,17.8576,17.6023,17.2632,15.0559,15.0107,14.9918,14.9669,15.9147,15.9147,15.9012,21.3108,17.5977,16.334,15.7867,20.2248,19.4918,18.6663
0,0.02,0.013,0,0.017,0.159,0.025,0.291,0.016,0,0.226,0.038,0.002,0,0.074,0.007,0.013,0,0.007,0.002,0.009,0.004,0.009,0,0,0.063,0.005,17.6656,16.4432,15.8726,15.5293,17.8576,17.6023,17.2632,15.0559,15.0107,14.9918,14.9669,15.9147,15.9147,15.9012,21.3108,17.5977,16.334,15.7867,20.2248,19.4918,18.6663
0,0.01594533,0,0.006833713,0.075170843,0.045558087,0.002277904,0.002277904,0,0,0.002277904,0.031890661,0.025056948,0.013667426,0.503416856,0.013667426,0.034168565,0.047835991,0.009111617,0.004555809,0.031890661,0.027334852,0,0.013667426,0,0.08428246,0.009111617,24.7702,23.5398,22.5566,21.6712,24.0135,23.557,22.7504,22.4905,22.3571,22.2521,21.8799,22.5021,22.4491,22.0429,27.2767,24.3219,22.6422,21.5755,25.5879,24.7235,23.5419
0,0,0.104,0,0.045333333,0.013333333,0,0.008,0,0.058666667,0.010666667,0.013333333,0.018666667,0.002666667,0.538666667,0.024,0.042666667,0.021333333,0.018666667,0.002666667,0.069333333,0,0,0,0.002666667,0,0.005333333,24.7702,23.5398,22.5566,21.6712,24.0135,23.557,22.7504,22.4905,22.3571,22.2521,21.8799,22.5021,22.4491,22.0429,27.2767,24.3219,22.6422,21.5755,25.5879,24.7235,23.5419
0,0,0.007,0.005,0.002,0.222,0.043,0.499,0.08,0.002,0.043,0.005,0.019,0,0.009,0,0,0,0.002,0.002,0,0,0.024,0,0,0.012,0.024,14.191,11.7558,11.547,12.0432,13.0503,12.819,12.5792,9.59098,9.83145,10.4342,11.2603,9.82044,10.0921,10.4215,19.9298,12.9864,12.2213,12.512,15.916,15.0487,14.2441
0,0,0.006928406,0.004618938,0.002309469,0.228637413,0.016166282,0.524249423,0.07852194,0.002309469,0.041570439,0.004618938,0.018475751,0,0.009237875,0,0,0,0.002309469,0.002309469,0,0,0.023094688,0,0,0.011547344,0.023094688,14.191,11.7558,11.547,12.0432,13.0503,12.819,12.5792,9.59098,9.83145,10.4342,11.2603,9.82044,10.0921,10.4215,19.9298,12.9864,12.2213,12.512,15.916,15.0487,14.2441
0,0.01891253,0.011820331,0.004728132,0.056737589,0.21749409,0.111111111,0.182033097,0.011820331,0,0.075650118,0.021276596,0,0,0.080378251,0.009456265,0.023640662,0.004728132,0.026004728,0.004728132,0.011820331,0.040189125,0.011820331,0,0.002364066,0.063829787,0.009456265,19.536,18.4787,17.1172,16.0378,18.9477,18.421,17.5295,21.8495,19.4554,16.9966,15.8389,20.4948,19.4747,18.1557,17.4839,17.2948,17.0504,16.3729,17.4751,17.3684,16.8895
0,0.019,0.011,0.005,0.056,0.214,0.002,0.289,0.014,0,0.075,0.054,0,0,0.075,0.009,0.026,0,0.026,0.005,0.005,0.002,0.009,0,0.002,0.068,0.034,19.536,18.4787,17.1172,16.0378,18.9477,18.421,17.5295,21.8495,19.4554,16.9966,15.8389,20.4948,19.4747,18.1557,17.4839,17.2948,17.0504,16.3729,17.4751,17.3684,16.8895
0,0,0.004796163,0,0.03117506,0.208633094,0.100719424,0.158273381,0.009592326,0,0.21822542,0.074340528,0,0.014388489,0.033573141,0.007194245,0.009592326,0.007194245,0.023980815,0,0.014388489,0.028776978,0.009592326,0.004796163,0,0.028776978,0.011990408,19.7197,17.5827,15.9531,14.8273,18.3807,17.6163,16.5183,22.2127,17.9519,15.8656,14.7819,19.501,18.3023,16.9161,17.3643,16.7747,15.9722,14.9194,16.8592,16.5642,15.8531
0,0,0.002,0.002,0.031,0.205,0.01,0.269,0.012,0,0.205,0.081,0,0.014,0.033,0.007,0.01,0.005,0.021,0,0.014,0.01,0.01,0,0,0.04,0.019,19.7197,17.5827,15.9531,14.8273,18.3807,17.6163,16.5183,22.2127,17.9519,15.8656,14.7819,19.501,18.3023,16.9161,17.3643,16.7747,15.9722,14.9194,16.8592,16.5642,15.8531
0.083591331,0,0.148606811,0.00619195,0.003095975,0.099071207,0.173374613,0.009287926,0,0.012383901,0.024767802,0.00619195,0,0.120743034,0.108359133,0.049535604,0.099071207,0,0.018575851,0,0.00619195,0.012383901,0,0,0.003095975,0.015479876,0,26.8516,19.8491,17.3417,16.2294,22.4125,20.96,19.4046,28.4885,20.6515,17.8933,16.6035,23.983,22.3417,20.4884,24.7743,18.0624,16.3224,15.6565,20.3611,19.0466,17.8473
0.03,0,0.08,0.003,0,0.084,0.1,0.016,0,0.017,0.047,0.013,0,0.225,0.157,0.02,0.057,0.003,0.02,0,0.03,0.007,0,0.003,0.003,0.07,0.015,26.8516,19.8491,17.3417,16.2294,22.4125,20.96,19.4046,28.4885,20.6515,17.8933,16.6035,23.983,22.3417,20.4884,24.7743,18.0624,16.3224,15.6565,20.3611,19.0466,17.8473
0.030100334,0,0.076923077,0,0,0.08361204,0.10367893,0.016722408,0,0.016722408,0.046822742,0.016722408,0,0.260869565,0.113712375,0.026755853,0.060200669,0.003344482,0.016722408,0,0.026755853,0.010033445,0,0.003344482,0.003344482,0.070234114,0.013377927,26.8516,19.8491,17.3417,16.2294,22.4125,20.96,19.4046,28.4885,20.6515,17.8933,16.6035,23.983,22.3417,20.4884,24.7743,18.0624,16.3224,15.6565,20.3611,19.0466,17.8473
0.006423983,0.004282655,0.062098501,0.012847966,0,0.184154176,0.068522484,0.164882227,0.004282655,0,0.152034261,0.029978587,0,0.051391863,0.049250535,0.017130621,0.042826552,0.006423983,0.021413276,0.010706638,0.017130621,0.010706638,0.004282655,0.010706638,0,0.042826552,0.025695931,23.5885,18.5175,16.3452,15.2367,20.114,18.7806,17.3463,20.6902,18.0397,16.2061,15.1658,18.2598,17.368,16.3229,26.3871,19.043,16.5509,15.3442,22.1423,20.3522,18.4826
0.005030181,0,0.053319919,0.016096579,0,0.189134809,0.023138833,0.222334004,0,0,0.165995976,0.018108652,0,0.044265594,0.062374245,0.025150905,0.03722334,0.009054326,0.023138833,0.009054326,0.018108652,0.007042254,0.007042254,0.007042254,0,0.057344064,0,23.5831,18.5179,16.3471,15.2389,20.114,18.7806,17.3463,20.6859,18.0405,16.2085,15.1683,18.2598,17.368,16.3229,26.3822,19.0428,16.5526,15.3464,22.1423,20.3522,18.4826
0.006507592,0,0.065075922,0.015184382,0,0.177874187,0.021691974,0.223427332,0,0,0.156182213,0.017353579,0,0.041214751,0.05856833,0.023861171,0.034707158,0.00867679,0.021691974,0.00867679,0.017353579,0.006507592,0.006507592,0.006507592,0,0.054229935,0.028199566,23.5831,18.5179,16.3471,15.2389,20.114,18.7806,17.3463,20.6859,18.0405,16.2085,15.1683,18.2598,17.368,16.3229,26.3822,19.0428,16.5526,15.3464,22.1423,20.3522,18.4826
0.003021148,0,0.01510574,0.006042296,0,0.223564955,0.087613293,0.326283988,0.006042296,0.003021148,0.126888218,0.021148036,0,0.024169184,0.024169184,0.01510574,0.036253776,0.003021148,0.003021148,0,0.009063444,0.012084592,0,0,0,0.027190332,0.027190332,22.7907,18.6957,16.7864,15.7259,19.4816,18.288,17.0078,20.1628,18.2666,16.7231,15.714,18.5431,17.7033,16.6651,25.4869,19.0949,16.9258,15.806,20.465,18.9439,17.4506
0,0.002710027,0.01897019,0.005420054,0.002710027,0.222222222,0.073170732,0.344173442,0.002710027,0,0.111111111,0.013550136,0,0.021680217,0.035230352,0.01897019,0.021680217,0.002710027,0.01897019,0,0.013550136,0.032520325,0,0,0,0.029810298,0.008130081,22.4539,19.9672,18.3463,17.2727,20.5644,19.8025,18.7654,20.423,19.5007,18.443,17.4228,19.6894,19.2912,18.4964,24.4009,20.0568,18.2342,17.2007,21.0528,20.0199,18.8438
0.006072874,0.010121457,0.004048583,0,0.050607287,0.066801619,0,0.064777328,0,0.008097166,0.002024291,0.089068826,0,0.008097166,0.321862348,0.038461538,0.0951417,0.028340081,0.01417004,0.004048583,0.050607287,0.004048583,0,0.010121457,0,0.078947368,0.044534412,21.9913,20.5137,19.26,18.3424,21.3752,20.916,20.131,20.2211,19.7538,19.2731,18.5613,20.3399,20.2241,19.776,23.6086,20.8283,19.1447,18.1996,22.0637,21.3031,20.2601
0.006024096,0.010040161,0.004016064,0,0.050200803,0.06626506,0.004016064,0.062248996,0,0.008032129,0.008032129,0.080321285,0,0.012048193,0.319277108,0.048192771,0.082329317,0.02811245,0.016064257,0.004016064,0.044176707,0.03815261,0,0.012048193,0,0.078313253,0.01807229,21.9913,20.5137,19.26,18.3424,21.3752,20.916,20.131,20.2211,19.7538,19.2731,18.5613,20.3399,20.2241,19.776,23.6086,20.8283,19.1447,18.1996,22.0637,21.3031,20.2601
0.005964215,0.009940358,0.003976143,0,0.052683897,0.069582505,0,0.06361829,0,0.007952286,0.001988072,0.0944334,0,0.007952286,0.333996024,0.039761431,0.098409543,0.028827038,0.014910537,0.003976143,0.052683897,0.003976143,0,0.009940358,0,0.08250497,0.012922465,21.9913,20.5137,19.26,18.3424,21.3752,20.916,20.131,20.2211,19.7538,19.2731,18.5613,20.3399,20.2241,19.776,23.6086,20.8283,19.1447,18.1996,22.0637,21.3031,20.2601
0.002941176,0.017647059,0,0.011764706,0.058823529,0.079411765,0.005882353,0.044117647,0,0.017647059,0.032352941,0.129411765,0.005882353,0.014705882,0.317647059,0.032352941,0.05,0.017647059,0.005882353,0.020588235,0.026470588,0.038235294,0,0.002941176,0,0.052941176,0.014705882,20.4558,19.54,18.5808,17.8604,20.1154,19.7181,19.0876,18.4899,18.3015,18.2281,17.9856,18.6305,18.59,18.3443,22.3973,20.3916,18.688,17.8149,21.3426,20.5946,19.6415
0.002988048,0.044820717,0,0.033864542,0.057768924,0.157370518,0.006972112,0.153386454,0.005976096,0,0.188247012,0.138446215,0.000996016,0.003984064,0.055776892,0.007968127,0.007968127,0.024900398,0.000996016,0,0.011952191,0.007968127,0.009960159,0.000996016,0,0.047808765,0.028884463,17.63,16.0682,15.2083,14.7016,16.5328,16.0632,15.4961,14.9538,14.8282,14.7769,14.6779,14.7849,14.7645,14.658,21.1721,16.9206,15.2781,14.6374,18.3969,17.3723,16.3443
0,0.047748977,0,0.032742156,0.058663029,0.154160982,0.02728513,0.137789905,0.005457026,0,0.180081855,0.136425648,0.001364256,0.009549795,0.051841746,0.008185539,0.008185539,0.024556617,0.002728513,0.002728513,0.013642565,0.021828104,0.009549795,0.001364256,0,0.04638472,0.017735334,17.63,16.0682,15.2083,14.7016,16.5328,16.0632,15.4961,14.9538,14.8282,14.7769,14.6779,14.7849,14.7645,14.658,21.1721,16.9206,15.2781,14.6374,18.3969,17.3723,16.3443
0,0.026066351,0,0.05450237,0.104265403,0.156398104,0.04028436,0.087677725,0.009478673,0,0.21563981,0.116113744,0,0.007109005,0.045023697,0.004739336,0,0.002369668,0.004739336,0.002369668,0.009478673,0.009478673,0.021327014,0,0,0.071090047,0.011848341,17.1623,15.6649,14.8454,14.379,16.0974,15.6496,15.1148,14.5473,14.4333,14.3888,14.3071,14.3721,14.351,14.2537,20.6585,16.5346,14.9399,14.3398,17.9771,16.9735,15.9824
0,0.026190476,0,0.052380952,0.102380952,0.157142857,0,0.121428571,0.00952381,0,0.226190476,0.111904762,0,0.004761905,0.047619048,0,0.004761905,0.002380952,0.004761905,0.002380952,0.004761905,0.011904762,0.019047619,0,0,0.076190476,0.014285714,17.1633,15.6661,14.847,14.3806,16.0974,15.6496,15.1148,14.5483,14.4344,14.3899,14.3083,14.3721,14.351,14.2537,20.6598,16.5365,14.942,14.3416,17.9771,16.9735,15.9824
0,0.034862385,0,0.047706422,0.07706422,0.132110092,0,0.157798165,0.003669725,0,0.179816514,0.137614679,0,0,0.053211009,0,0.001834862,0.00733945,0.018348624,0,0.016513761,0.009174312,0.014678899,0,0,0.091743119,0.016513761,16.5234,15.1319,14.3716,13.9557,15.6032,15.1979,14.7294,14.0126,13.9139,13.8769,13.8151,13.9582,13.9372,13.8722,19.9278,16.036,14.5061,13.9532,17.4867,16.5407,15.605
0,0.02,0,0.046,0.081,0.122,0.003,0.217,0.003,0,0.224,0.095,0.002,0.002,0.025,0,0.002,0.005,0.002,0.005,0.018,0.012,0.013,0,0,0.071,0.032,15.9461,14.6588,13.9534,13.5772,15.1559,14.7982,14.3884,13.5417,13.4566,13.4248,13.3766,13.5057,13.4953,13.4603,19.2495,15.6017,14.129,13.6106,17.091,16.2086,15.3312
0,0.013404826,0,0.064343164,0.060321716,0.154155496,0.025469169,0.222520107,0.024128686,0,0.190348525,0.076407507,0,0,0.026809651,0,0,0.004021448,0.012064343,0.002680965,0.012064343,0.025469169,0.025469169,0,0,0.048257373,0.012064343,15.317,14.1456,13.5005,13.1611,14.5773,14.2834,13.9308,13.0355,12.9633,12.9354,12.8978,13.0221,13.0177,12.9955,18.4951,15.1335,13.7259,13.2371,16.407,15.6391,14.853
0,0.027083333,0,0.025,0.016666667,0.133333333,0.095833333,0.28125,0.01875,0,0.2125,0.0125,0,0,0.010416667,0,0,0,0,0.002083333,0.004166667,0,0.022916667,0,0,0.127083333,0.010416666,13.382,12.5592,12.0739,11.7967,12.9039,12.6928,12.4264,11.4659,11.4062,11.3842,11.3623,11.5697,11.5618,11.541,16.1268,13.7162,12.4906,12.0157,14.6142,14.0331,13.3928
0,0.023,0,0.029,0.017,0.135,0.006,0.365,0.015,0,0.206,0.017,0,0,0.01,0,0,0,0,0,0,0.002,0.023,0,0,0.135,0.017,13.382,12.5592,12.0739,11.7967,12.9039,12.6928,12.4264,11.4659,11.4062,11.3842,11.3623,11.5697,11.5618,11.541,16.1268,13.7162,12.4906,12.0157,14.6142,14.0331,13.3928
0,0.019267823,0,0.026974952,0.007707129,0.156069364,0.077071291,0.312138728,0.005780347,0,0.183044316,0.036608863,0,0,0.005780347,0,0,0,0.005780347,0,0.001926782,0.003853565,0.034682081,0,0,0.111753372,0.011560694,13.382,12.5592,12.0739,11.7967,12.9039,12.6928,12.4264,11.4659,11.4062,11.3842,11.3623,11.5697,11.5618,11.541,16.1268,13.7162,12.4906,12.0157,14.6142,14.0331,13.3928
0,0.014985015,0,0.031968032,0.007992008,0.153846154,0.005994006,0.371628372,0.007992008,0,0.182817183,0.035964036,0,0,0.005994006,0,0,0,0.005994006,0,0.001998002,0.003996004,0.037962038,0,0,0.115884116,0.014985015,13.382,12.5592,12.0739,11.7967,12.9039,12.6928,12.4264,11.4659,11.4062,11.3842,11.3623,11.5697,11.5618,11.541,16.1268,13.7162,12.4906,12.0157,14.6142,14.0331,13.3928
0,0.010088272,0,0.021437579,0.007566204,0.114754098,0.061790668,0.433795712,0.035308953,0,0.162673392,0.011349306,0,0,0.00630517,0,0,0,0.010088272,0.001261034,0.005044136,0.002522068,0.013871375,0,0,0.089533417,0.01261034,12.5319,11.7803,11.3037,11.0857,12.1697,11.9555,11.7054,10.6987,10.6754,10.6415,10.6273,10.8145,10.8004,10.7771,15.0489,12.8941,11.7053,11.3214,13.8651,13.2864,12.6853
0,0.008746356,0,0.026239067,0.008746356,0.134110787,0,0.413994169,0.040816327,0,0.188046647,0.005830904,0,0,0.00728863,0,0,0,0.011661808,0.001457726,0.00728863,0,0.024781341,0,0,0.104956268,0.016034985,12.5319,11.7803,11.3037,11.0857,12.1697,11.9555,11.7054,10.6987,10.6754,10.6415,10.6273,10.8145,10.8004,10.7771,15.0489,12.8941,11.7053,11.3214,13.8651,13.2864,12.6853
0,0.007992008,0,0.022977023,0.007992008,0.116883117,0.004995005,0.48951049,0.034965035,0,0.162837163,0.004995005,0,0,0.005994006,0,0,0,0.00999001,0.000999001,0.005994006,0,0.017982018,0,0,0.090909091,0.014985015,12.5319,11.7803,11.3037,11.0857,12.1697,11.9555,11.7054,10.6987,10.6754,10.6415,10.6273,10.8145,10.8004,10.7771,15.0489,12.8941,11.7053,11.3214,13.8651,13.2864,12.6853
0,0,0,0.036,0.009,0.073,0.005,0.38,0.043,0,0.217,0.013,0,0,0.005,0,0,0,0.002,0,0.002,0.001,0.051,0,0,0.145,0.018,12.4496,11.6459,11.1658,10.947,11.9142,11.7053,11.4615,10.6219,10.5901,10.5597,10.5482,10.5974,10.5948,10.5854,15.0038,12.7051,11.5125,11.1327,13.5243,12.9491,12.3494
0,0.001162791,0,0.034883721,0.009302326,0.073255814,0.051162791,0.339534884,0.044186047,0,0.211627907,0.015116279,0,0,0.004651163,0,0,0,0.003488372,0,0.004651163,0.002325581,0.044186047,0,0,0.143023256,0.01744186,12.4496,11.6459,11.1658,10.947,11.9142,11.7053,11.4615,10.6219,10.5901,10.5597,10.5482,10.5974,10.5948,10.5854,15.0038,12.7051,11.5125,11.1327,13.5243,12.9491,12.3494
0,0.007007007,0,0.018018018,0.008008008,0.069069069,0.005005005,0.434434434,0.029029029,0,0.242242242,0.007007007,0,0,0,0,0,0,0.001001001,0.001001001,0,0,0.058058058,0,0,0.104104104,0.016016016,11.4271,10.8375,10.4319,10.2409,11.1409,10.972,10.7687,9.77628,9.75746,9.72823,9.71796,9.77923,9.77804,9.77976,13.73,12.043,10.9322,10.554,12.8211,12.3338,11.7949
0,0.009535161,0,0.016686532,0.008343266,0.066746126,0.041716329,0.42193087,0.034564958,0,0.221692491,0.011918951,0,0,0,0,0,0,0,0.00238379,0,0.00238379,0.05363528,0,0,0.10011919,0.008343266,11.4271,10.8375,10.4319,10.2409,11.1409,10.972,10.7687,9.77628,9.75746,9.72823,9.71796,9.77923,9.77804,9.77976,13.73,12.043,10.9322,10.554,12.8211,12.3338,11.7949
0,0.003,0,0.013,0,0.072,0.006,0.371,0.041,0,0.239,0.004,0,0,0.001,0,0,0,0,0,0.001,0,0.058,0,0,0.166,0.025,10.6795,10.1473,9.7832,9.603,10.3691,10.223,10.0457,9.08076,9.06289,9.04542,9.04056,9.10228,9.10496,9.107,12.9306,11.3965,10.3522,9.97431,11.9434,11.5092,11.0303
0,0,0,0.009615385,0.001602564,0.038461538,0,0.423076923,0.003205128,0,0.241987179,0,0,0,0,0,0.001602564,0,0,0,0,0,0.065705128,0,0,0.185897436,0.028846154,10.4508,9.86061,9.51436,9.34882,9.96761,9.80783,9.63004,8.9782,8.94293,8.93724,8.92951,8.9004,8.8985,8.89524,12.6328,10.9553,9.9437,9.60431,11.3816,10.9104,10.4283
0,0,0,0.008130081,0.001626016,0.03902439,0.032520325,0.403252033,0.003252033,0,0.245528455,0.016260163,0,0,0,0,0.001626016,0,0,0,0,0,0.06504065,0,0,0.172357724,0.011382114,10.4541,9.86361,9.51714,9.35145,9.96761,9.80783,9.63004,8.98125,8.94581,8.94005,8.93233,8.9004,8.8985,8.89524,12.6364,10.9581,9.9461,9.60648,11.3816,10.9104,10.4283
0,0,0,0.009569378,0,0.055023923,0.002392344,0.368421053,0.007177033,0,0.275119617,0.002392344,0,0,0,0,0,0,0,0,0,0,0.043062201,0,0,0.229665072,0.007177033,9.9711,9.42677,9.11421,8.96916,9.62458,9.47438,9.30474,8.48896,8.47561,8.47471,8.47263,8.51159,8.50702,8.50027,12.1558,10.5871,9.6532,9.32836,11.1674,10.7337,10.272
0,0.002398082,0,0.007194245,0,0.055155875,0.026378897,0.347721823,0.009592326,0,0.275779376,0.009592326,0,0,0,0,0,0,0,0,0,0,0.047961631,0,0,0.211031175,0.007194245,9.9711,9.42677,9.11421,8.96916,9.62458,9.47438,9.30474,8.48896,8.47561,8.47471,8.47263,8.51159,8.50702,8.50027,12.1558,10.5871,9.6532,9.32836,11.1674,10.7337,10.272
0,0,0,0.009463722,0,0.066246057,0,0.432176656,0.022082019,0,0.230283912,0,0,0,0,0,0,0,0.006309148,0,0,0,0.012618297,0,0,0.211356467,0.009463722,9.63635,9.1176,8.83031,8.6885,9.3616,9.20505,9.02509,8.13141,8.13914,8.15311,8.15607,8.22358,8.21905,8.20861,11.8501,10.3063,9.41541,9.08751,10.9475,10.4948,10.0182
0,0.003058104,0,0.006116208,0,0.064220183,0.04587156,0.403669725,0.021406728,0,0.22324159,0.006116208,0,0,0,0,0,0,0.006116208,0,0,0,0.012232416,0,0,0.198776758,0.009174312,9.63635,9.1176,8.83031,8.6885,9.3616,9.20505,9.02509,8.13141,8.13914,8.15311,8.15607,8.22358,8.21905,8.20861,11.8501,10.3063,9.41541,9.08751,10.9475,10.4948,10.0182
0,0,0,0.009,0,0.063,0.006,0.452,0.021,0,0.22,0,0,0,0,0,0,0,0.006,0,0,0,0.012,0,0,0.202,0.009,9.63635,9.1176,8.83031,8.6885,9.3616,9.20505,9.02509,8.13141,8.13914,8.15311,8.15607,8.22358,8.21905,8.20861,11.8501,10.3063,9.41541,9.08751,10.9475,10.4948,10.0182
0,0.005181347,0,0.007772021,0,0.044041451,0.002590674,0.401554404,0.067357513,0,0.261658031,0.012953368,0,0,0,0,0,0,0,0,0,0,0.018134715,0,0,0.165803109,0.012953368,9.24934,8.75285,8.4893,8.34626,9.05937,8.89349,8.7053,7.74534,7.77512,7.80553,7.80934,7.98209,7.96469,7.94192,11.4726,9.94111,9.08695,8.75546,10.5779,10.1045,9.61943
0,0,0,0.010899183,0,0.035422343,0.027247956,0.400544959,0,0,0.250681199,0.008174387,0,0,0,0,0,0,0,0,0,0,0.035422343,0,0,0.226158038,0.005449591,8.98477,8.49929,8.24935,8.10753,8.91856,8.75212,8.56482,7.49428,7.53515,7.575,7.57821,7.8782,7.85582,7.82663,11.1999,9.67395,8.84254,8.51275,10.3979,9.92908,9.45215
0,0,0,0.01,0,0.035,0.003,0.425,0,0,0.248,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0.232,0.015,8.98141,8.49609,8.24618,8.10424,8.89798,8.73297,8.54656,7.49143,7.53228,7.5721,7.57523,7.85302,7.83344,7.80663,11.1962,9.67056,8.83919,8.50924,10.3767,9.90928,9.43362
0,0,0,0.004975124,0,0.032338308,0,0.360696517,0.009950249,0,0.236318408,0,0,0,0.002487562,0,0,0,0,0.002487562,0,0,0.054726368,0,0,0.273631841,0.02238806,8.44644,7.97735,7.73041,7.58118,8.46609,8.32633,8.16471,7.05774,7.08746,7.12107,7.11348,7.49937,7.48505,7.46715,10.5787,9.0962,8.27411,7.93902,9.86575,9.46092,9.0278
0,0,0,0.004962779,0,0.034739454,0.022332506,0.347394541,0.012406948,0,0.255583127,0.00248139,0,0,0.004962779,0,0,0,0,0,0,0,0.064516129,0,0,0.243176179,0.007444169,8.44644,7.97735,7.73041,7.58118,8.46609,8.32633,8.16471,7.05774,7.08746,7.12107,7.11348,7.49937,7.48505,7.46715,10.5787,9.0962,8.27411,7.93902,9.86575,9.46092,9.0278
0,0,0,0.008086253,0,0.008086253,0,0.253369272,0.140161725,0,0.247978437,0.002695418,0,0,0,0,0,0,0,0,0,0,0.153638814,0,0,0.145552561,0.040431267,8.26151,7.61837,7.34289,7.19964,9.00597,8.89757,8.75871,6.7807,6.74563,6.76831,6.74842,8.13767,8.16488,8.16309,10.566,8.67284,7.83577,7.53199,10.4413,10.0546,9.64259
0,0.002680965,0,0.008042895,0,0.010723861,0,0.260053619,0.144772118,0,0.26541555,0.018766756,0,0,0,0,0,0,0,0,0,0,0.142091153,0,0,0.117962466,0.029490617,8.26151,7.61837,7.34289,7.19964,9.00597,8.89757,8.75871,6.7807,6.74563,6.76831,6.74842,8.13767,8.16488,8.16309,10.566,8.67284,7.83577,7.53199,10.4413,10.0546,9.64259
0,0,0,0.008356546,0,0.027855153,0,0.35097493,0.077994429,0,0.239554318,0.04735376,0,0,0,0,0,0,0.002785515,0,0,0,0.075208914,0,0,0.164345404,0.005571031,8.43589,7.97159,7.74284,7.60371,8.56046,8.41084,8.24306,6.99889,7.053,7.1057,7.1046,7.57824,7.55752,7.53099,10.6039,9.09865,8.30441,7.9814,9.97814,9.55405,9.11338
